,ActivityIdentifier,Dissolved oxygen (DO),Nitrate,"Temperature, water",Turbidity,pH,ProjectIdentifier,ActivityStartDate,LongitudeMeasure,LatitudeMeasure,Year,Month,Day,Weekday,Hour,Previous_DO,Previous_Temp,Previous_Turb,Previous_pH,DO_lag1,Temp_lag1,Turb_lag1,pH_lag1,Predicted_DO(1 day into the future)
22451,CEDEN--2146332232,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,7.5,SJC_AY11,2011-10-14,-121.652,37.8819,2011,10,14,4,0,15.086808561236625,15.086808561236625,4.9399999999999995,7.92,15.086808561236625,15.086808561236625,4.9399999999999995,8.14,15.086808561236555
22383,CEDEN--2146330938,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.01,SJC_AY12,2012-02-14,-121.652,37.8819,2012,2,14,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.22,15.086808561236625,15.086808561236625,4.9399999999999995,7.5,15.08680856123654
22327,CEDEN--2146329776,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.17,SJC_AY12,2012-03-15,-121.652,37.8819,2012,3,15,3,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.43,15.086808561236625,15.086808561236625,4.9399999999999995,8.01,15.08680856123654
22501,CEDEN--2146333086,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.06,SJC_AY12,2012-03-15,-121.652,37.8819,2012,3,15,3,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.13,15.086808561236625,15.086808561236625,4.9399999999999995,8.17,15.08680856123654
22764,CEDEN--2146337912,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,7.79,SJC_AY12,2012-04-12,-121.652,37.8819,2012,4,12,3,0,15.086808561236625,15.086808561236625,4.9399999999999995,7.75,15.086808561236625,15.086808561236625,4.9399999999999995,8.06,15.08680856123654
22505,CEDEN--2146333200,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.57,SJC_AY12,2012-05-16,-121.652,37.8819,2012,5,16,2,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.06,15.086808561236625,15.086808561236625,4.9399999999999995,7.79,15.086808561236538
22672,CEDEN--2146336359,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.85,SJC_AY12,2012-08-21,-121.652,37.8819,2012,8,21,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.67,15.086808561236625,15.086808561236625,4.9399999999999995,8.57,15.086808561236538
22399,CEDEN--2146331324,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.26,SJC_AY12,2012-09-18,-121.652,37.8819,2012,9,18,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.21,15.086808561236625,15.086808561236625,4.9399999999999995,8.85,15.086808561236538
22455,CEDEN--2146332316,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.3,SJC_AY13,2013-02-21,-121.652,37.8819,2013,2,21,3,0,15.086808561236625,15.086808561236625,4.9399999999999995,7.5,15.086808561236625,15.086808561236625,4.9399999999999995,8.26,15.086808561236541
22655,CEDEN--2146336010,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.21,SJC_AY13,2013-03-19,-121.652,37.8819,2013,3,19,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.31,15.086808561236625,15.086808561236625,4.9399999999999995,8.3,15.08680856123654
22524,CEDEN--2146333694,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.52,SJC_AY13,2013-04-02,-121.652,37.8819,2013,4,2,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.2,15.086808561236625,15.086808561236625,4.9399999999999995,8.21,15.086808561236538
22629,CEDEN--2146335592,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.54,SJC_AY13,2013-05-21,-121.652,37.8819,2013,5,21,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.49,15.086808561236625,15.086808561236625,4.9399999999999995,8.52,15.086808561236538
22626,CEDEN--2146335562,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.49,SJC_AY13,2013-08-20,-121.652,37.8819,2013,8,20,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,9.49,15.086808561236625,15.086808561236625,4.9399999999999995,8.54,15.086808561236538
22605,CEDEN--2146335228,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.23,SJC_AY13,2013-09-17,-121.652,37.8819,2013,9,17,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.11,15.086808561236625,15.086808561236625,4.9399999999999995,8.49,15.086808561236538
22348,CEDEN--2146330098,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.33,SJC_WY14_Q2,2014-03-05,-121.652,37.8819,2014,3,5,2,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.02,15.086808561236625,15.086808561236625,4.9399999999999995,8.23,15.08680856123654
22707,CEDEN--2146336870,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.29,SJC_WY14_Q3,2014-04-15,-121.652,37.8819,2014,4,15,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,7.71,15.086808561236625,15.086808561236625,4.9399999999999995,8.33,15.086808561236538
22647,CEDEN--2146335851,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.31,SJC_WY14_Q3,2014-05-20,-121.652,37.8819,2014,5,20,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.17,15.086808561236625,15.086808561236625,4.9399999999999995,8.29,15.086808561236538
22395,CEDEN--2146331260,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.46,SJC_WY14_Q4,2014-08-19,-121.652,37.8819,2014,8,19,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,7.9,15.086808561236625,15.086808561236625,4.9399999999999995,8.31,15.086808561236538
22642,CEDEN--2146335792,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.17,SJC_WY14_Q4,2014-09-16,-121.652,37.8819,2014,9,16,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.54,15.086808561236625,15.086808561236625,4.9399999999999995,8.46,15.086808561236538
21535,CEDEN--2145818738,15.086808561236625,1.0,15.086808561236625,4.9399999999999995,8.2,SJC_WY15_Q4,2015-09-15,-121.652,37.8819,2015,9,15,1,0,15.086808561236625,15.086808561236625,4.9399999999999995,8.38,15.086808561236625,15.086808561236625,4.9399999999999995,8.17,15.08680856123654
7401,CADWR-1-041983-0,57.0,1.0,57.0,4.9399999999999995,7.3,MWQI,1983-04-27,-121.62,37.78,1983,4,27,2,0,16.7,16.7,10.0,8.2,14.0,14.0,4.9399999999999995,7.4,44.54200000000001
7502,CADWR-1-061983-0,20.5,1.0,20.5,4.9399999999999995,7.2,MWQI,1983-06-22,-121.62,37.78,1983,6,22,2,0,17.9,17.9,14.0,7.9,57.0,57.0,4.9399999999999995,7.3,20.5
7553,CADWR-1-071983-0,23.0,1.0,23.0,4.9399999999999995,7.3,MWQI,1983-07-26,-121.62,37.78,1983,7,26,1,0,21.4,21.4,16.0,7.7,20.5,20.5,4.9399999999999995,7.2,23.0
7601,CADWR-1-081983-0,22.5,1.0,22.5,4.9399999999999995,7.3,MWQI,1983-08-23,-121.62,37.78,1983,8,23,1,0,21.5,21.5,24.0,8.0,23.0,23.0,4.9399999999999995,7.3,22.5
7650,CADWR-1-091983-0,22.0,1.0,22.0,4.9399999999999995,7.3,MWQI,1983-09-14,-121.62,37.78,1983,9,14,2,0,21.4,21.4,43.0,7.5,22.5,22.5,4.9399999999999995,7.3,22.0
7697,CADWR-1-101983-0,20.5,1.0,20.5,4.9399999999999995,7.3,MWQI,1983-10-12,-121.62,37.78,1983,10,12,2,0,20.7,20.7,15.5,7.1,22.0,22.0,4.9399999999999995,7.3,20.5
7745,CADWR-1-111983-0,16.5,1.0,16.5,4.9399999999999995,7.2,MWQI,1983-11-08,-121.62,37.78,1983,11,8,1,0,19.7,19.7,8.0,7.6,20.5,20.5,4.9399999999999995,7.3,16.5
7789,CADWR-1-121983-0,12.0,1.0,12.0,4.9399999999999995,7.3,MWQI,1983-12-13,-121.62,37.78,1983,12,13,1,0,14.6,14.6,5.0,7.8,16.5,16.5,4.9399999999999995,7.2,11.9998
7296,CADWR-1-021984-0,12.0,1.0,12.0,4.9399999999999995,7.5,MWQI,1984-02-28,-121.62,37.78,1984,2,28,1,0,14.0,14.0,4.9399999999999995,7.4,12.0,12.0,4.9399999999999995,7.3,11.9998
7351,CADWR-1-031984-0,16.5,1.0,16.5,4.9399999999999995,7.3,MWQI,1984-03-27,-121.62,37.78,1984,3,27,1,0,13.6,13.6,37.0,7.4,12.0,12.0,4.9399999999999995,7.5,16.5
7403,CADWR-1-041984-0,15.0,1.0,15.0,4.9399999999999995,7.3,MWQI,1984-04-25,-121.62,37.78,1984,4,25,2,0,57.0,57.0,4.9399999999999995,7.3,16.5,16.5,4.9399999999999995,7.3,15.0
7453,CADWR-1-051984-0,23.0,1.0,23.0,4.9399999999999995,7.5,MWQI,1984-05-30,-121.62,37.78,1984,5,30,2,0,18.1,18.1,7.0,7.6,15.0,15.0,4.9399999999999995,7.3,23.0072
7503,CADWR-1-061984-0,24.5,1.0,24.5,4.9399999999999995,7.3,MWQI,1984-06-27,-121.62,37.78,1984,6,27,2,0,20.5,20.5,4.9399999999999995,7.2,23.0,23.0,4.9399999999999995,7.5,24.510999999999996
7554,CADWR-1-071984-0,23.0,1.0,23.0,4.9399999999999995,7.4,MWQI,1984-07-25,-121.62,37.78,1984,7,25,2,0,23.0,23.0,4.9399999999999995,7.3,24.5,24.5,4.9399999999999995,7.3,23.0
7602,CADWR-1-081984-0,23.0,1.0,23.0,4.9399999999999995,7.3,MWQI,1984-08-29,-121.62,37.78,1984,8,29,2,0,22.5,22.5,4.9399999999999995,7.3,23.0,23.0,4.9399999999999995,7.4,23.0
7651,CADWR-1-091984-0,22.5,1.0,22.5,4.9399999999999995,7.3,MWQI,1984-09-27,-121.62,37.78,1984,9,27,3,0,22.0,22.0,4.9399999999999995,7.3,23.0,23.0,4.9399999999999995,7.3,22.5
7698,CADWR-1-101984-0,16.5,1.0,16.5,4.9399999999999995,7.7,MWQI,1984-10-25,-121.62,37.78,1984,10,25,3,0,20.5,20.5,4.9399999999999995,7.3,22.5,22.5,4.9399999999999995,7.3,16.5
7746,CADWR-1-111984-0,11.5,1.0,11.5,4.9399999999999995,7.5,MWQI,1984-11-29,-121.62,37.78,1984,11,29,3,0,16.5,16.5,4.9399999999999995,7.2,16.5,16.5,4.9399999999999995,7.7,11.5
7790,CADWR-1-121984-0,11.5,1.0,11.5,4.9399999999999995,7.3,MWQI,1984-12-12,-121.62,37.78,1984,12,12,2,0,12.0,12.0,4.9399999999999995,7.3,11.5,11.5,4.9399999999999995,7.5,11.5
7297,CADWR-1-021985-0,13.5,1.0,13.5,4.9399999999999995,7.5,MWQI,1985-02-27,-121.62,37.78,1985,2,27,2,0,12.0,12.0,4.9399999999999995,7.5,11.5,11.5,4.9399999999999995,7.3,13.494500000000002
7352,CADWR-1-031985-0,12.5,1.0,12.5,4.9399999999999995,7.4,MWQI,1985-03-27,-121.62,37.78,1985,3,27,2,0,16.5,16.5,4.9399999999999995,7.3,13.5,13.5,4.9399999999999995,7.5,12.5
7404,CADWR-1-041985-0,17.5,1.0,17.5,4.9399999999999995,7.6,MWQI,1985-04-24,-121.62,37.78,1985,4,24,2,0,15.0,15.0,4.9399999999999995,7.3,12.5,12.5,4.9399999999999995,7.4,17.5
7454,CADWR-1-051985-0,19.5,1.0,19.5,4.9399999999999995,8.1,MWQI,1985-05-22,-121.62,37.78,1985,5,22,2,0,23.0,23.0,4.9399999999999995,7.5,17.5,17.5,4.9399999999999995,7.6,19.5013
7504,CADWR-1-061985-0,23.5,1.0,23.5,4.9399999999999995,7.5,MWQI,1985-06-07,-121.62,37.78,1985,6,7,4,0,24.5,24.5,4.9399999999999995,7.3,19.5,19.5,4.9399999999999995,8.1,23.521399999999993
7505,CADWR-1-061985-0,23.5,1.0,23.5,4.9399999999999995,7.5,MWQI,1985-06-26,-121.62,37.78,1985,6,26,2,0,23.5,23.5,4.9399999999999995,7.5,23.5,23.5,4.9399999999999995,7.5,23.521399999999993
7555,CADWR-1-071985-0,24.5,1.0,24.5,4.9399999999999995,7.5,MWQI,1985-07-10,-121.62,37.78,1985,7,10,2,0,23.0,23.0,4.9399999999999995,7.4,23.5,23.5,4.9399999999999995,7.5,24.51299999999999
7603,CADWR-1-081985-0,22.5,1.0,22.5,4.9399999999999995,7.4,MWQI,1985-08-28,-121.62,37.78,1985,8,28,2,0,23.0,23.0,4.9399999999999995,7.3,24.5,24.5,4.9399999999999995,7.5,22.5
7652,CADWR-1-091985-0,22.5,1.0,22.5,4.9399999999999995,7.5,MWQI,1985-09-25,-121.62,37.78,1985,9,25,2,0,22.5,22.5,4.9399999999999995,7.3,22.5,22.5,4.9399999999999995,7.4,22.5
7699,CADWR-1-101985-0,17.0,1.0,17.0,4.9399999999999995,7.6,MWQI,1985-10-23,-121.62,37.78,1985,10,23,2,0,16.5,16.5,4.9399999999999995,7.7,22.5,22.5,4.9399999999999995,7.5,17.0003
7747,CADWR-1-111985-0,12.0,1.0,12.0,4.9399999999999995,7.4,MWQI,1985-11-15,-121.62,37.78,1985,11,15,4,0,11.5,11.5,4.9399999999999995,7.5,17.0,17.0,4.9399999999999995,7.6,11.9998
7791,CADWR-1-121985-0,11.5,1.0,11.5,4.9399999999999995,7.4,MWQI,1985-12-03,-121.62,37.78,1985,12,3,1,0,11.5,11.5,4.9399999999999995,7.3,12.0,12.0,4.9399999999999995,7.4,11.5
7298,CADWR-1-021986-0,11.5,1.0,11.5,4.9399999999999995,7.7,MWQI,1986-02-13,-121.62,37.78,1986,2,13,3,0,13.5,13.5,4.9399999999999995,7.5,11.5,11.5,4.9399999999999995,7.4,11.500499999999999
7353,CADWR-1-031986-0,16.5,1.0,16.5,4.9399999999999995,7.3,MWQI,1986-03-04,-121.62,37.78,1986,3,4,1,0,12.5,12.5,4.9399999999999995,7.4,11.5,11.5,4.9399999999999995,7.7,16.5
7405,CADWR-1-041986-0,17.5,1.0,17.5,4.9399999999999995,7.5,MWQI,1986-04-09,-121.62,37.78,1986,4,9,2,0,17.5,17.5,4.9399999999999995,7.6,16.5,16.5,4.9399999999999995,7.3,17.4995
7455,CADWR-1-051986-0,15.5,1.0,15.5,4.9399999999999995,7.3,MWQI,1986-05-07,-121.62,37.78,1986,5,7,2,0,19.5,19.5,4.9399999999999995,8.1,17.5,17.5,4.9399999999999995,7.5,15.5
7506,CADWR-1-061986-0,19.5,1.0,19.5,4.9399999999999995,7.5,MWQI,1986-06-04,-121.62,37.78,1986,6,4,2,0,23.5,23.5,4.9399999999999995,7.5,15.5,15.5,4.9399999999999995,7.3,19.5017
7556,CADWR-1-071986-0,24.0,1.0,24.0,4.9399999999999995,7.3,MWQI,1986-07-02,-121.62,37.78,1986,7,2,2,0,24.5,24.5,4.9399999999999995,7.5,19.5,19.5,4.9399999999999995,7.5,24.008000000000003
7604,CADWR-1-081986-0,24.0,1.0,24.0,4.9399999999999995,7.3,MWQI,1986-08-14,-121.62,37.78,1986,8,14,3,0,22.5,22.5,4.9399999999999995,7.4,24.0,24.0,4.9399999999999995,7.3,24.008000000000003
7654,CADWR-1-091986-0,19.5,1.0,19.5,4.9399999999999995,7.5,MWQI,1986-09-24,-121.62,37.78,1986,9,24,2,0,22.5,22.5,4.9399999999999995,7.5,24.0,24.0,4.9399999999999995,7.3,19.502699999999997
7748,CADWR-1-111986-0,14.0,1.0,14.0,4.9399999999999995,7.4,MWQI,1986-11-12,-121.62,37.78,1986,11,12,2,0,12.0,12.0,4.9399999999999995,7.4,19.5,19.5,4.9399999999999995,7.5,14.0
7792,CADWR-1-121986-0,10.0,1.0,10.0,4.9399999999999995,7.3,MWQI,1986-12-17,-121.62,37.78,1986,12,17,2,0,11.5,11.5,4.9399999999999995,7.4,14.0,14.0,4.9399999999999995,7.4,9.999600000000001
7249,CADWR-1-011987-0,6.5,1.0,6.5,4.9399999999999995,7.3,MWQI,1987-01-22,-121.62,37.78,1987,1,22,3,0,12.0,12.0,4.9399999999999995,7.3,10.0,10.0,4.9399999999999995,7.3,6.404400000000001
7406,CADWR-1-041987-0,18.5,1.0,18.5,4.9399999999999995,8.4,MWQI,1987-04-30,-121.62,37.78,1987,4,30,3,0,17.5,17.5,4.9399999999999995,7.5,6.5,6.5,4.9399999999999995,7.3,18.5001
7605,CADWR-1-081987-0,21.9,1.0,21.9,4.9399999999999995,7.4,MWQI,1987-08-17,-121.62,37.78,1987,8,17,0,0,24.0,24.0,4.9399999999999995,7.3,18.5,18.5,4.9399999999999995,8.4,21.906600000000022
7360,CADWR-1-031990-0,12.3,1.0,12.3,4.9399999999999995,8.3,MWQI,1990-03-07,-121.62,37.78,1990,3,7,2,0,16.5,16.5,4.9399999999999995,7.3,21.9,21.9,4.9399999999999995,7.4,12.299699999999978
7257,CADWR-1-011991-0,9.4,1.0,9.4,4.9399999999999995,7.1,MWQI,1991-01-02,-121.62,37.78,1991,1,2,2,0,9.4,9.4,4.9399999999999995,7.1,12.3,12.3,4.9399999999999995,8.3,9.399999999999984
7256,CADWR-1-011991-0,9.4,1.0,9.4,4.9399999999999995,7.1,MWQI,1991-01-15,-121.62,37.78,1991,1,15,1,0,6.5,6.5,4.9399999999999995,7.3,9.4,9.4,4.9399999999999995,7.1,9.399999999999984
7412,CADWR-1-041991-0,15.6,1.0,15.6,4.9399999999999995,8.0,MWQI,1991-04-23,-121.62,37.78,1991,4,23,1,0,18.5,18.5,4.9399999999999995,8.4,9.4,9.4,4.9399999999999995,7.1,15.59999999999998
7464,CADWR-1-051991-0,18.2,1.0,18.2,4.9399999999999995,7.6,MWQI,1991-05-21,-121.62,37.78,1991,5,21,1,0,15.5,15.5,4.9399999999999995,7.3,15.6,15.6,4.9399999999999995,8.0,18.20000000000003
7512,CADWR-1-061991-0,19.5,1.0,19.5,4.9399999999999995,8.0,MWQI,1991-06-25,-121.62,37.78,1991,6,25,1,0,19.5,19.5,4.9399999999999995,7.5,18.2,18.2,4.9399999999999995,7.6,19.5013
7563,CADWR-1-071991-0,21.2,1.0,21.2,4.9399999999999995,7.6,MWQI,1991-07-08,-121.62,37.78,1991,7,8,0,0,21.2,21.2,4.9399999999999995,7.6,19.5,19.5,4.9399999999999995,8.0,21.200100000000024
7562,CADWR-1-071991-0,21.2,1.0,21.2,4.9399999999999995,7.6,MWQI,1991-07-24,-121.62,37.78,1991,7,24,2,0,24.0,24.0,4.9399999999999995,7.3,21.2,21.2,4.9399999999999995,7.6,21.200100000000024
7609,CADWR-1-081991-0,20.8,1.0,20.8,4.9399999999999995,8.1,MWQI,1991-08-05,-121.62,37.78,1991,8,5,0,0,21.9,21.9,4.9399999999999995,7.4,21.2,21.2,4.9399999999999995,7.6,20.799999999999972
7610,CADWR-1-081991-0,20.8,1.0,20.8,4.9399999999999995,8.1,MWQI,1991-08-21,-121.62,37.78,1991,8,21,2,0,20.8,20.8,4.9399999999999995,8.1,20.8,20.8,4.9399999999999995,8.1,20.799999999999972
7659,CADWR-1-091991-0,19.6,1.0,19.6,4.9399999999999995,7.7,MWQI,1991-09-10,-121.62,37.78,1991,9,10,1,0,19.5,19.5,4.9399999999999995,7.5,20.8,20.8,4.9399999999999995,8.1,19.608099999999975
7660,CADWR-1-091991-0,19.6,1.0,19.6,4.9399999999999995,7.7,MWQI,1991-09-24,-121.62,37.78,1991,9,24,1,0,19.6,19.6,4.9399999999999995,7.7,19.6,19.6,4.9399999999999995,7.7,19.608099999999975
7706,CADWR-1-101991-0,18.0,1.0,18.0,4.9399999999999995,7.7,MWQI,1991-10-08,-121.62,37.78,1991,10,8,1,0,18.0,18.0,4.9399999999999995,7.7,19.6,19.6,4.9399999999999995,7.7,18.0
7705,CADWR-1-101991-0,18.0,1.0,18.0,4.9399999999999995,7.7,MWQI,1991-10-23,-121.62,37.78,1991,10,23,2,0,17.0,17.0,4.9399999999999995,7.6,18.0,18.0,4.9399999999999995,7.7,18.0
7754,CADWR-1-111991-0,13.8,1.0,13.8,4.9399999999999995,8.2,MWQI,1991-11-21,-121.62,37.78,1991,11,21,3,0,14.0,14.0,4.9399999999999995,7.4,18.0,18.0,4.9399999999999995,7.7,13.799999999999976
7258,CADWR-1-011992-0,8.9,1.0,8.9,4.9399999999999995,7.0,MWQI,1992-01-07,-121.62,37.78,1992,1,7,1,0,9.4,9.4,4.9399999999999995,7.1,13.8,13.8,4.9399999999999995,8.2,8.89039999999999
7307,CADWR-1-021992-0,10.0,1.0,10.0,9.96,7.9,MWQI,1992-02-04,-121.62,37.78,1992,2,4,1,0,11.5,11.5,4.9399999999999995,7.7,8.9,8.9,4.9399999999999995,7.0,10.0
7308,CADWR-1-021992-0,10.0,1.0,10.0,9.96,7.9,MWQI,1992-02-25,-121.62,37.78,1992,2,25,1,0,10.0,10.0,9.96,7.9,10.0,10.0,9.96,7.9,10.0
7363,CADWR-1-031992-0,16.7,1.0,16.7,9.8,7.6,MWQI,1992-03-10,-121.62,37.78,1992,3,10,1,0,16.7,16.7,9.8,7.6,10.0,10.0,9.96,7.9,16.700000000000028
7362,CADWR-1-031992-0,16.7,1.0,16.7,9.8,7.6,MWQI,1992-03-26,-121.62,37.78,1992,3,26,3,0,12.3,12.3,4.9399999999999995,8.3,16.7,16.7,9.8,7.6,16.700000000000028
7413,CADWR-1-041992-0,17.6,1.0,17.6,12.0,7.8,MWQI,1992-04-07,-121.62,37.78,1992,4,7,1,0,15.6,15.6,4.9399999999999995,8.0,16.7,16.7,9.8,7.6,17.599999999999973
7465,CADWR-1-051992-0,20.6,1.0,20.6,10.0,8.1,MWQI,1992-05-07,-121.62,37.78,1992,5,7,3,0,18.2,18.2,4.9399999999999995,7.6,17.6,17.6,12.0,7.8,20.599999999999962
7466,CADWR-1-051992-0,20.6,1.0,20.6,10.0,8.1,MWQI,1992-05-21,-121.62,37.78,1992,5,21,3,0,20.6,20.6,10.0,8.1,20.6,20.6,10.0,8.1,20.599999999999962
7514,CADWR-1-061992-0,22.7,1.0,22.7,32.0,8.0,MWQI,1992-06-04,-121.62,37.78,1992,6,4,3,0,22.7,22.7,32.0,8.0,20.6,20.6,10.0,8.1,22.69800000000001
7515,CADWR-1-061992-0,22.7,1.0,22.7,32.0,8.0,MWQI,1992-06-09,-121.62,37.78,1992,6,9,1,0,22.7,22.7,32.0,8.0,22.7,22.7,32.0,8.0,22.69800000000001
7513,CADWR-1-061992-0,22.7,1.0,22.7,32.0,8.0,MWQI,1992-06-25,-121.62,37.78,1992,6,25,3,0,19.5,19.5,4.9399999999999995,8.0,22.7,22.7,32.0,8.0,22.69800000000001
7564,CADWR-1-071992-0,20.4,1.0,20.4,13.1,8.2,MWQI,1992-07-07,-121.62,37.78,1992,7,7,1,0,21.2,21.2,4.9399999999999995,7.6,22.7,22.7,32.0,8.0,20.400000000000038
7565,CADWR-1-071992-0,20.4,1.0,20.4,13.1,8.2,MWQI,1992-07-22,-121.62,37.78,1992,7,22,2,0,20.4,20.4,13.1,8.2,20.4,20.4,13.1,8.2,20.400000000000038
7612,CADWR-1-081992-0,23.0,1.0,23.0,13.6,7.7,MWQI,1992-08-04,-121.62,37.78,1992,8,4,1,0,23.0,23.0,13.6,7.7,20.4,20.4,13.1,8.2,23.0
7611,CADWR-1-081992-0,23.0,1.0,23.0,13.6,7.7,MWQI,1992-08-19,-121.62,37.78,1992,8,19,2,0,20.8,20.8,4.9399999999999995,8.1,23.0,23.0,13.6,7.7,23.0
7661,CADWR-1-091992-0,21.7,1.0,21.7,13.0,7.8,MWQI,1992-09-01,-121.62,37.78,1992,9,1,1,0,19.6,19.6,4.9399999999999995,7.7,23.0,23.0,13.6,7.7,21.692500000000017
7662,CADWR-1-091992-0,21.7,1.0,21.7,13.0,7.8,MWQI,1992-09-24,-121.62,37.78,1992,9,24,3,0,21.7,21.7,13.0,7.8,21.7,21.7,13.0,7.8,21.692500000000017
7708,CADWR-1-101992-0,19.8,1.0,19.8,16.6,7.1,MWQI,1992-10-07,-121.62,37.78,1992,10,7,2,0,19.8,19.8,16.6,7.1,21.7,21.7,13.0,7.8,19.80449999999997
7707,CADWR-1-101992-0,19.8,1.0,19.8,16.6,7.1,MWQI,1992-10-19,-121.62,37.78,1992,10,19,0,0,18.0,18.0,4.9399999999999995,7.7,19.8,19.8,16.6,7.1,19.80449999999997
7755,CADWR-1-111992-0,14.0,1.0,14.0,4.0,7.8,MWQI,1992-11-19,-121.62,37.78,1992,11,19,3,0,13.8,13.8,4.9399999999999995,8.2,19.8,19.8,16.6,7.1,14.0
7798,CADWR-1-121992-0,12.5,1.0,12.5,5.0,7.8,MWQI,1992-12-10,-121.62,37.78,1992,12,10,3,0,10.0,10.0,4.9399999999999995,7.3,14.0,14.0,4.0,7.8,12.5
7260,CADWR-1-011993-0,11.4,1.0,11.4,92.0,7.0,MWQI,1993-01-13,-121.62,37.78,1993,1,13,2,0,11.4,11.4,92.0,7.0,12.5,12.5,5.0,7.8,11.399399999999993
7259,CADWR-1-011993-0,11.4,1.0,11.4,92.0,7.0,MWQI,1993-01-26,-121.62,37.78,1993,1,26,1,0,8.9,8.9,4.9399999999999995,7.0,11.4,11.4,92.0,7.0,11.399399999999993
7309,CADWR-1-021993-0,13.6,1.0,13.6,37.0,7.4,MWQI,1993-02-09,-121.62,37.78,1993,2,9,1,0,10.0,10.0,9.96,7.9,11.4,11.4,92.0,7.0,13.59999999999999
7310,CADWR-1-021993-0,13.6,1.0,13.6,37.0,7.4,MWQI,1993-02-16,-121.62,37.78,1993,2,16,1,0,13.6,13.6,37.0,7.4,13.6,13.6,37.0,7.4,13.59999999999999
7365,CADWR-1-031993-0,16.7,1.0,16.7,10.0,8.2,MWQI,1993-03-09,-121.62,37.78,1993,3,9,1,0,16.7,16.7,10.0,8.2,13.6,13.6,37.0,7.4,16.698900000000027
7364,CADWR-1-031993-0,16.7,1.0,16.7,10.0,8.2,MWQI,1993-03-25,-121.62,37.78,1993,3,25,3,0,16.7,16.7,9.8,7.6,16.7,16.7,10.0,8.2,16.698900000000027
7414,CADWR-1-041993-0,18.1,1.0,18.1,7.0,7.6,MWQI,1993-04-08,-121.62,37.78,1993,4,8,3,0,17.6,17.6,12.0,7.8,16.7,16.7,10.0,8.2,18.099499999999967
7415,CADWR-1-041993-0,18.1,1.0,18.1,7.0,7.6,MWQI,1993-04-21,-121.62,37.78,1993,4,21,2,0,18.1,18.1,7.0,7.6,18.1,18.1,7.0,7.6,18.099499999999967
7467,CADWR-1-051993-0,17.9,1.0,17.9,14.0,7.9,MWQI,1993-05-13,-121.62,37.78,1993,5,13,3,0,20.6,20.6,10.0,8.1,18.1,18.1,7.0,7.6,17.90000000000003
7516,CADWR-1-061993-0,21.4,1.0,21.4,16.0,7.7,MWQI,1993-06-10,-121.62,37.78,1993,6,10,3,0,22.7,22.7,32.0,8.0,17.9,17.9,14.0,7.9,21.401000000000035
7567,CADWR-1-071993-0,21.5,1.0,21.5,24.0,8.0,MWQI,1993-07-08,-121.62,37.78,1993,7,8,3,0,21.5,21.5,24.0,8.0,21.4,21.4,16.0,7.7,21.504400000000004
7566,CADWR-1-071993-0,21.5,1.0,21.5,24.0,8.0,MWQI,1993-07-20,-121.62,37.78,1993,7,20,1,0,20.4,20.4,13.1,8.2,21.5,21.5,24.0,8.0,21.504400000000004
7613,CADWR-1-081993-0,21.4,1.0,21.4,43.0,7.5,MWQI,1993-08-10,-121.62,37.78,1993,8,10,1,0,23.0,23.0,13.6,7.7,21.5,21.5,24.0,8.0,21.401000000000035
