OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940601_553724,Sample-Routine,Water,,1994-06-01,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539351,,,Magnesium,Total,41,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 41",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-01,,,,,,,2018-11-08T14:15:01,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940328_553680,Sample-Routine,Water,,1994-03-28,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742538750,,,Sodium,Total,35.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 35.1",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-03-28,,,,,,,2018-11-08T14:14:57,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940606_553730,Sample-Routine,Water,,1994-06-06,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539438,,,Magnesium,Total,39.6,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 39.6",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-06,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940523_553718,Sample-Routine,Water,,1994-05-23,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539284,,as CaCO3,Calcium,Total,28.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 28.3",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-05-23,,,,,,,2018-11-08T14:15:01,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940616_553740,Sample-Routine,Water,,1994-06-16,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539591,,,Potassium,Total,3.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 3.3",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-16,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940404_553686,Sample-Routine,Water,,1994-04-04,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742538837,,as CaCO3,Calcium,Total,28.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 28.1",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-04-04,,,,,,,2018-11-08T14:14:57,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940513_553552,Sample-Routine,Water,,1994-05-13,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544569,,,Sodium,Total,34.2,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 34.2",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-05-13,,,,,,,2018-11-08T14:15:28,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940503_553702,Sample-Routine,Water,,1994-05-03,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539053,,,Sodium,Total,34.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 34.3",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-05-03,,,,,,,2018-11-08T14:14:58,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940511_553550,Sample-Routine,Water,,1994-05-11,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544540,,,Sodium,Total,34,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 34",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-05-11,,,,,,,2018-11-08T14:15:27,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940610_553734,Sample-Routine,Water,,1994-06-10,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539494,,,Magnesium,Total,36.8,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 36.8",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-10,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940606_553730,Sample-Routine,Water,,1994-06-06,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539456,,,Potassium,Total,2.4,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.4",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-06,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940705_553596,Sample-Routine,Water,,1994-07-05,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545167,,,Sodium,Total,34.7,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 34.7",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-07-05,,,,,,,2018-11-08T14:15:33,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940616_553740,Sample-Routine,Water,,1994-06-16,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539593,,as CaCO3,Calcium,Total,31.6,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 31.6",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-16,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940728_553775,Sample-Routine,Water,,1994-07-28,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742540066,,as CaCO3,Calcium,Total,31.8,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 31.8",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-07-28,,,,,,,2018-11-08T14:15:05,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940425_553694,Sample-Routine,Water,,1994-04-25,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742538953,,as CaCO3,Calcium,Total,30,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 30",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-04-25,,,,,,,2018-11-08T14:14:58,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940718_553765,Sample-Routine,Water,,1994-07-18,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539913,,,Magnesium,Total,40.6,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 40.6",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-07-18,,,,,,,2018-11-08T14:15:04,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940721_553611,Sample-Routine,Water,,1994-07-21,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545372,,,Sodium,Total,35.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 35.1",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-07-21,,,,,,,2018-11-08T14:15:34,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ICB94_ML2_19940615_553078,Sample-Routine,Water,,1994-06-15,10:00:00,PDT,,,,,1.64,ft,,,,,,GOGA0007,Mountain Lake Monitoring Report November 1993-October 1994,,11NPSWRD_WQX-GOGA_ICB94_ML2,EAST PART OF MOUNTAIN LAKE,,,,,37.7879722000,-122.4690556000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742531219,,,Sodium,Dissolved,53.993,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00930][Description: SODIUM, DISSOLVED (MG/L AS NA)][Value: 53.993",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-15,,,,,,,2018-11-08T13:52:08,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940714_553763,Sample-Routine,Water,,1994-07-14,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539902,,,Potassium,Total,2.6,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.6",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-07-14,,,,,,,2018-11-08T14:15:04,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940630_553594,Sample-Routine,Water,,1994-06-30,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545154,,as CaCO3,Calcium,Total,26.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 26.3",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-30,,,,,,,2018-11-08T14:15:32,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940707_553598,Sample-Routine,Water,,1994-07-07,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545206,,,Potassium,Total,2.8,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.8",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-07-07,,,,,,,2018-11-08T14:15:33,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940323_553520,Sample-Routine,Water,,1994-03-23,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544141,,as CaCO3,Calcium,Total,28.7,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 28.7",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-03-23,,,,,,,2018-11-08T14:15:24,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940718_553765,Sample-Routine,Water,,1994-07-18,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539917,,,Sodium,Total,35.7,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 35.7",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-07-18,,,,,,,2018-11-08T14:15:04,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940316_553671,Sample-Routine,Water,,1994-03-16,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742538623,,,Potassium,Total,3.2,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 3.2",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-03-16,,,,,,,2018-11-08T14:14:55,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940615_553580,Sample-Routine,Water,,1994-06-15,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544967,,as CaCO3,Calcium,Total,29.2,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 29.2",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-15,,,,,,,2018-11-08T14:15:31,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940630_553594,Sample-Routine,Water,,1994-06-30,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545152,,,Potassium,Total,2.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.1",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-30,,,,,,,2018-11-08T14:15:32,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ICB94_ML1_19940316_553045,Sample-Routine,Water,,1994-03-16,10:00:00,PST,,,,,1.64,ft,,,,,,GOGA0007,Mountain Lake Monitoring Report November 1993-October 1994,,11NPSWRD_WQX-GOGA_ICB94_ML1,CENTER OF MOUNTAIN LAKE,,,,,37.7881111000,-122.4701111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742531000,,,Potassium,Dissolved,2.215,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00935][Description: POTASSIUM, DISSOLVED (MG/L AS K)][Value: 2.215",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-03-16,,,,,,,2018-11-08T13:52:07,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ICB94_ML1_19940615_553048,Sample-Routine,Water,,1994-06-15,09:30:00,PDT,,,,,1.64,ft,,,,,,GOGA0007,Mountain Lake Monitoring Report November 1993-October 1994,,11NPSWRD_WQX-GOGA_ICB94_ML1,CENTER OF MOUNTAIN LAKE,,,,,37.7881111000,-122.4701111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742531043,,,Potassium,Dissolved,1.337,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00935][Description: POTASSIUM, DISSOLVED (MG/L AS K)][Value: 1.337",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-15,,,,,,,2018-11-08T13:52:07,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940505_553546,Sample-Routine,Water,,1994-05-05,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544483,,,Sodium,Total,34.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 34.3",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-05-05,,,,,,,2018-11-08T14:15:27,STORET
