OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,BinaryObjectFileName,BinaryObjectFileTypeCode,ActivityFileUrl,ActivityMetricUrl,ActivityGroupUrl,ProviderName
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2615356,Sample-Routine,Water,,2020-08-10,08:07:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776093,Sample-Routine,Water,,2022-05-23,09:05:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782730,Sample-Routine,Water,,2022-06-21,09:01:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2697349,Sample-Routine,Water,,2021-07-06,13:20:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2796215,Sample-Routine,Water,,2022-10-03,09:39:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2729893,Sample-Routine,Water,,2021-08-02,10:05:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790250,Sample-Routine,Water,,2022-08-29,13:25:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2656951,Sample-Routine,Water,,2021-01-25,10:56:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730183,Sample-Routine,Water,,2021-10-27,09:22:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2835831,Sample-Routine,Water,,2023-04-17,10:27:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2662522,Sample-Routine,Water,,2021-02-22,10:11:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2592896,Sample-Routine,Water,,2020-05-20,11:00:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2580631,Sample-Routine,Water,,2020-03-23,12:28:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2623774,Sample-Routine,Water,,2020-08-31,11:57:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2841423,Sample-Routine,Water,,2023-04-24,12:32:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730209,Sample-Routine,Water,,2021-11-01,10:04:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2583428,Sample-Routine,Water,,2020-04-06,11:05:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144305836,Sample-Routine,Water,,2021-01-29,08:30:00,PST,,,,,,,,,,,,WES_Sep20-Feb21,,CEDEN-541XVH132,,,,,37.6399000000,-121.7800000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144087330,Sample-Routine,Water,,2021-10-12,08:00:00,PST,,,,,,,,,,,,WES_Sep21-Feb22,,CEDEN-541XVH132,,,,,37.6399000000,-121.7800000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2627710,Sample-Routine,Water,,2020-09-21,10:48:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144081965,Sample-Routine,Water,,2021-07-14,08:00:00,PST,,,,,,,,,,,,WES_Mar21-Aug21,,CEDEN-541XVH132,,,,,37.6399000000,-121.7800000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2623761,Sample-Routine,Water,,2020-08-31,12:39:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2853431,Sample-Routine,Water,,2023-06-26,09:28:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2666121,Sample-Routine,Water,,2021-03-08,10:19:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2633996,Sample-Routine,Water,,2020-10-19,12:49:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2667496,Sample-Routine,Water,,2021-03-22,10:57:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788087,Sample-Routine,Water,,2022-07-25,13:06:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2592870,Sample-Routine,Water,,2020-05-18,10:58:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144303460,Sample-Routine,Water,,2020-05-12,08:00:00,PST,,,,,,,,,,,,WES_Mar20-Aug20,,CEDEN-541XVH132,,,,,37.6399000000,-121.7800000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790189,Sample-Routine,Water,,2022-09-12,12:00:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,MF colony count exceeds the method counting range.,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),MF colony count exceeds the method counting range.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2672810,Sample-Routine,Water,,2021-04-05,09:51:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2841437,Sample-Routine,Water,,2023-04-24,13:08:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2880715,Sample-Routine,Water,,2023-10-10,11:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2770415,Sample-Routine,Water,,2022-05-09,07:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2595925,Sample-Routine,Water,,2020-05-27,13:35:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2853389,Sample-Routine,Water,,2023-06-12,08:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144446904,Sample-Routine,Water,,2020-06-16,08:50:00,PST,,,,,,,,,,,,ACCWP_CSM_WY2020,,CEDEN-204R01438,,,,,37.5894000000,-121.8870000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802820,Sample-Routine,Water,,2022-10-17,09:42:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802816,Sample-Routine,Water,,2022-10-17,09:34:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2661159,Sample-Routine,Water,,2021-02-08,10:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2662530,Sample-Routine,Water,,2021-02-22,09:52:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447427,Sample-Routine,Water,,2020-05-21,09:10:00,PST,,,,,,,,,,,,ACCWP_CSM_WY2020,,CEDEN-204R03743,,,,,37.6924000000,-122.0560000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2853438,Sample-Routine,Water,,2023-06-26,09:59:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2729916,Sample-Routine,Water,,2021-08-09,12:58:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2846146,Sample-Routine,Water,,2023-05-22,13:00:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2867266,Sample-Routine,Water,,2023-08-21,13:02:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2770414,Sample-Routine,Water,,2022-05-09,07:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2870816,Sample-Routine,Water,,2023-08-28,11:15:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2606452,Sample-Routine,Water,,2020-07-06,13:02:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776125,Sample-Routine,Water,,2022-06-01,11:55:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2615361,Sample-Routine,Water,,2020-08-10,08:01:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447424,Sample-Routine,Water,,2020-06-15,12:35:00,PST,,,,,,,,,,,,ACCWP_CSM_WY2020,,CEDEN-204R01422,,,,,37.5683000000,-121.8710000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
