OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.02202779,2022-03-17,13:47:00,PDT,USGS-11181040,NWIS-125166179,,,,Suspended Sediment Concentration (SSC),Suspended,95,%,,Accepted,mean,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-10-19,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202779,2022-03-17,13:47:00,PDT,USGS-11181040,NWIS-125166181,,,,Suspended Sediment Concentration (SSC),Suspended,68,mg/l,,Accepted,mean,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-10-19,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203552,2022-04-21,02:32:00,PDT,USGS-11174600,NWIS-125196429,,,,Suspended Sediment Concentration (SSC),Suspended,105,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED10,USGS,Sediment conc by filtration,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-07-15,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02203552,2022-04-21,02:32:00,PDT,USGS-11174600,NWIS-125196432,,,,Sediment,Suspended,0.0721,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-07-15,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727752,,Not Detected,,Organic Nitrogen,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,00607,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727753,,Not Detected,,Ammonia and ammonium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,"""Samples received within 28 days of collection, but not within 7 days of collection, thus analysis within 28 days of collection not practical.""",00608,,,,,,,,,,,,,,,,,,,,,,,,,,,PHN10,USGS,"Ammonia, wf, phenate (USGSBPGL)",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2023-01-25,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727754,,,,Nitrite,Dissolved,0.059,mg/l as N,,Preliminary,,Actual,,,,,,,,,,"""Samples received within 28 days of collection, but not within 7 days of collection, thus analysis within 28 days of collection not practical.""",00613,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ001,USGS,"Nitrite, wf, DA, diazo",,,"USGS OF 93-125, p 217","Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2023-01-25,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727755,,,,Nitrate,Dissolved,0.263,mg/l as N,,Preliminary,,Actual,,,,,,,,,,,00618,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727756,,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.322,mg/l as N,,Preliminary,,Actual,,,,,,,,,,"""Samples received within 28 days of collection, but not within 7 days of collection, thus analysis within 28 days of collection not practical.""",00631,,,,,,,,,,,,,,,,,,,,,,,,,,,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",,,USGS TMR 5-B8,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2023-01-10,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727757,,,,Orthophosphate,Dissolved,0.725,mg/l asPO4,,Preliminary,,Actual,,,,,,,,,,,00660,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727773,,,,Sediment,Suspended,0.0913,g,,Preliminary,,Actual,Dry,,,<0.063 mm,,,,,,,91158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2023-06-02,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727758,,,,Phosphorus,Dissolved,0.238,mg/l as P,,Preliminary,,Actual,,,,,,,,,,"""Samples received within 28 days of collection, but not within 7 days of collection, thus analysis within 28 days of collection not practical. Sample diluted or standard calibration range changed to bring concentration/sample within linear range.""",00666,,,,,,,,,,,,,,,,,,,,,,,,,,,PSF16,USGS,"P, wf, persulfate digest colorim",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2023-02-16,,,,,,,holding time exceededsample was dilutedsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727759,,,,Orthophosphate,Dissolved,0.236,mg/l as P,,Preliminary,,Actual,,,,,,,,,,"""Samples received within 28 days of collection, but not within 7 days of collection, thus analysis within 28 days of collection not practical.""",00671,,,,,,,,,,,,,,,,,,,,,,,,,,,ASC16,USGS,"Orthophosphate, wf,ascorbic acid",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2023-01-25,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727761,,,,Pheophytin a,,4.3,ug/l,,Preliminary,,Actual,,,,,,,,,,,62360,,,,,,,,,,,,,,,,,,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",,,,"USGS-National Water Quality Lab, Denver, CO",2022-12-01,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727762,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.55,mg/l,,Preliminary,,Actual,,,,,,,,,,"""Samples received within 28 days of collection, but not within 7 days of collection, thus analysis within 28 days of collection not practical.""",62854,,,,,,,,,,,,,,,,,,,,,,,,,,,PSF19,USGS,"Total N, wf, persulfate ox (ND)",,,Standard Methods,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2023-02-16,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727763,,,,Suspended Sediment Concentration (SSC),Suspended,98,%,,Preliminary,,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2023-06-02,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727764,,,,Chlorophyll a,,12.2,ug/l,,Preliminary,,Actual,,,,,,,,,,,70953,,,,,,,,,,,,,,,,,,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",,,,"USGS-National Water Quality Lab, Denver, CO",2022-12-01,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727765,,Not Detected,,Ammonia and ammonium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,71846,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727766,,,,Nitrate,Dissolved,1.17,mg/l asNO3,,Preliminary,,Actual,,,,,,,,,,,71851,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727767,,,,Nitrite,Dissolved,0.193,mg/l asNO2,,Preliminary,,Actual,,,,,,,,,,,71856,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727769,,,,Suspended Sediment Concentration (SSC),Suspended,45,mg/l,,Preliminary,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2023-06-02,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727772,,,,Sediment,Suspended,0.0931,g,,Preliminary,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2023-06-02,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02300220,2022-11-09,10:45:00,PST,USGS-373642122120401,NWIS-124727774,,,,Sediment,Suspended,0.0018,g,,Preliminary,,Actual,Dry,,,>0.063 mm,,,,,,,91159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2023-06-02,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202757,2022-03-28,14:27:00,PDT,USGS-11176145,NWIS-125283622,,,,"Temperature, water",,16.8,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202757,2022-03-28,14:27:00,PDT,USGS-11176145,NWIS-125283623,,,,Number of sampling points,,1,count,,Accepted,,Actual,,,,,,,,,,,00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202757,2022-03-28,14:27:00,PDT,USGS-11176145,NWIS-125283624,,,,Suspended Sediment Concentration (SSC),Suspended,99,%,,Accepted,,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-10-19,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202757,2022-03-28,14:27:00,PDT,USGS-11176145,NWIS-125283626,,,,Suspended Sediment Concentration (SSC),Suspended,30,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-10-19,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202757,2022-03-28,14:27:00,PDT,USGS-11176145,NWIS-125283629,,,,Sediment,Suspended,0.0088,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-10-19,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202757,2022-03-28,14:27:00,PDT,USGS-11176145,NWIS-125283630,,,,Sediment,Suspended,0.0087,g,,Accepted,,Actual,Dry,,,<0.063 mm,,,,,,,91158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-10-19,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202757,2022-03-28,14:27:00,PDT,USGS-11176145,NWIS-125283631,,,,Sediment,Suspended,0.0001,g,,Accepted,,Actual,Dry,,,>0.063 mm,,,,,,,91159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-10-19,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202035,2022-02-01,15:13:00,PST,USGS-11176145,NWIS-125283683,,,,"Temperature, water",,11.4,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202035,2022-02-01,15:13:00,PST,USGS-11176145,NWIS-125283684,,,,Number of sampling points,,10,count,,Accepted,,Actual,,,,,,,,,,,00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202035,2022-02-01,15:13:00,PST,USGS-11176145,NWIS-125283685,,,,Suspended Sediment Concentration (SSC),Suspended,54,%,,Accepted,,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-09-06,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202035,2022-02-01,15:13:00,PST,USGS-11176145,NWIS-125283687,,,,Suspended Sediment Concentration (SSC),Suspended,63,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-09-06,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202035,2022-02-01,15:13:00,PST,USGS-11176145,NWIS-125283690,,,,Sediment,Suspended,0.0391,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-09-06,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202035,2022-02-01,15:13:00,PST,USGS-11176145,NWIS-125283691,,,,Sediment,Suspended,0.0213,g,,Accepted,,Actual,Dry,,,<0.063 mm,,,,,,,91158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-09-06,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202035,2022-02-01,15:13:00,PST,USGS-11176145,NWIS-125283692,,,,Sediment,Suspended,0.0178,g,,Accepted,,Actual,Dry,,,>0.063 mm,,,,,,,91159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-09-06,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202268,2022-01-27,17:10:00,PST,USGS-11179000,NWIS-125394604,,,,"Temperature, water",,10.7,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202268,2022-01-27,17:10:00,PST,USGS-11179000,NWIS-125394606,,,,Suspended Sediment Concentration (SSC),Suspended,23,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED10,USGS,Sediment conc by filtration,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-09-30,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02202268,2022-01-27,17:10:00,PST,USGS-11179000,NWIS-125394609,,,,Sediment,Suspended,0.0203,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-09-30,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264745,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.73,mg/l,,Accepted,,Actual,,,,,,,,,,,00600,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264746,,Not Detected,,Organic Nitrogen,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00607,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264747,,Not Detected,,Ammonia and ammonium,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Samples not analyzed within 28 days of collection.,00608,,,,,,,,,,,,,,,,,,,,,,,,,,,PHN10,USGS,"Ammonia, wf, phenate (USGSBPGL)",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-10-17,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264748,,Not Detected,,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Samples not analyzed within 28 days of collection.,00613,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ001,USGS,"Nitrite, wf, DA, diazo",,,"USGS OF 93-125, p 217","Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-10-17,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264749,,,,Nitrate,Dissolved,0.005,mg/l as N,,Accepted,,Estimated,,,,,,,,,,,00618,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264750,,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.0051,mg/l as N,,Accepted,,Estimated,,,,,,,,,,Samples not analyzed within 28 days of collection.,00631,,,,,,,,,,,,,,,,,,,,,,,,,,,CDR05,USGS,"NO2+NO3, LL, wf,autoCd-reduction",,,EPA/600/4-79/020,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-10-27,,,,,,,below the reporting level but at or above the detection levelholding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264751,,,,Orthophosphate,Dissolved,0.380,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264752,,,,Phosphorus,Dissolved,0.247,mg/l as P,,Accepted,,Actual,,,,,,,,,,Samples not analyzed within 28 days of collection. Sample diluted or standard calibration range changed to bring concentration/sample within linear range.,00666,,,,,,,,,,,,,,,,,,,,,,,,,,,PSF16,USGS,"P, wf, persulfate digest colorim",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-11-18,,,,,,,holding time exceededsample was dilutedsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264753,,,,Orthophosphate,Dissolved,0.124,mg/l as P,,Accepted,,Actual,,,,,,,,,,Samples not analyzed within 28 days of collection.,00671,,,,,,,,,,,,,,,,,,,,,,,,,,,ASC16,USGS,"Orthophosphate, wf,ascorbic acid",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-10-17,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264754,,,,Carbon,Suspended,3.11,mg/l,,Accepted,,Actual,,,,,,,,,,,00694,,,,,,,,,,,,,,,,,,,,,,,,,,,CMB13,USGS,"C & N, combustion (EPA 440.0)",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-09-23,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264755,,,,Silica,Dissolved,6.27,mg/l,,Accepted,,Actual,,,,,,,,,,Samples not analyzed within 28 days of collection.,00955,,,,,,,,,,,,,,,,,,,,,,,,,,,CL151,USGS,"Silica, wf, DA",,,USGS TWRI 5-A1/1989,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-09-30,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264756,,,,Nitrogen,Suspended,0.433,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,,,,,,,,,,,,,,,,,,,CMB13,USGS,"C & N, combustion (EPA 440.0)",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-09-23,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264758,,,,Pheophytin a,,2.3,ug/l,,Accepted,,Actual,,,,,,,,,,Sample diluted or standard calibration range changed to bring concentration/sample within linear range.,62360,,,,,,,,,,,,,,,,,,,,,,,,,,,FL016,USGS,"Pigments, algae, EPA445.0 w/ACTN",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-09-02,,,,,,,sample was dilutedsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264759,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.30,mg/l,,Accepted,,Actual,,,,,,,,,,Samples not analyzed within 28 days of collection.,62854,,,,,,,,,,,,,,,,,,,,,,,,,,,PSF19,USGS,"Total N, wf, persulfate ox (ND)",,,Standard Methods,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-11-18,,,,,,,holding time exceededsee result laboratory comment,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02205320,2022-08-25,10:16:00,PST,USGS-373642122120401,NWIS-124264760,,,,Chlorophyll a,,67.3,ug/l,,Accepted,,Actual,,,,,,,,,,Sample diluted or standard calibration range changed to bring concentration/sample within linear range.,70953,,,,,,,,,,,,,,,,,,,,,,,,,,,FL016,USGS,"Pigments, algae, EPA445.0 w/ACTN",,,,"Univ of MD, Ctr for Env Sci, Chesapeake Biological Lab",2022-09-02,,,,,,,sample was dilutedsee result laboratory comment,,,,,,,NWIS
